Dataset_No,Pair_Index,Starting_City_Agent1,Starting_City_Agent2,Agent1_Path,Agent2_Path,Agent1_Benefit,Agent2_Benefit,Agent1_Cost,Agent2_Cost,Agent1_Payoff,Agent2_Payoff,Total_Benefit,Total_Payoff,Average_Payoff,Agent1_City_Count,Agent2_City_Count,Agent1_Timestamps,Agent2_Timestamps
1,115,7,1,"7, 8,10,19,20","1, 2, 3, 4, 5, 6, 9,11,12,13,14,15,16,17,18",750,2250,42.978,155.16,707.022,2094.84,3000,2801.862,1400.931,5,15,"0,60,132.5,142.5,174.89,214.89","0,97,150,217,259,293,323,343.5,411.5,483.1,552.1,600.1,674.9,701.7,727.8,775.8"
1,116,7,2,"7, 1, 4, 5, 6, 9,10,11,13,18","2, 3, 8,12,14,15,16,17,19,20",1500,1500,86.06,88.618,1413.94,1411.382,3000,2825.322,1412.661,10,10,"0,63,84,126,160,190,257.1,316.7,354.9,378.3,430.3","0,53,95,119,142,190,264.8,291.6,352.7,385.09,443.09"
1,117,7,3,"7, 1, 2, 8, 9,11,13,16,17,18","3, 4, 5, 6,10,12,14,15,19,20",1500,1500,109.16,85.318,1390.84,1414.682,3000,2805.522,1402.761,10,10,"0,63,160,255,333,353.5,391.7,440.9,467.7,493.8,545.8","0,67,109,143,181,246,269,317,366.2,398.59,426.59"
1,118,7,4,"7, 1, 2, 3, 5, 6,10,12,14,15,19,20","4, 8, 9,11,13,16,17,18",1800,1200,118.718,65.96,1681.282,1134.04,3000,2815.322,1407.661,12,8,"0,63,160,213,264,298,336,401,424,472,521.2,553.59,593.59","0,54,132,152.5,190.7,239.9,266.7,292.8,329.8"
1,119,7,5,"7, 1, 2, 3, 4, 6, 8,10,12,14,15,19,20","5, 9,11,13,16,17,18",1950,1050,151.218,36.96,1798.782,1013.04,3000,2811.822,1405.911,13,7,"0,63,160,213,280,352,426,498.5,563.5,586.5,634.5,683.7,716.09,756.09","0,12,32.5,70.7,119.9,146.7,172.8,184.8"
1,120,7,6,"7, 1, 2, 3, 4, 5, 8,10,12,16,17,18","6, 9,11,13,14,15,19,20",1800,1200,130.76,68.858,1669.24,1131.142,3000,2800.382,1400.191,12,8,"0,63,160,213,280,322,389,461.5,526.5,548.9,575.7,601.8,653.8","0,30,50.5,88.7,157.7,205.7,254.9,287.29,344.29"
1,121,7,8,"7, 1, 2, 3, 4, 5, 6, 9,12,14,15,19,20","8,10,11,13,16,17,18",1950,1050,126.718,68.88,1823.282,981.12,3000,2804.402,1402.201,13,7,"0,63,160,213,280,322,356,386,441,464,512,561.2,593.59,633.59","0,72.5,132.1,170.3,219.5,246.3,272.4,344.4"
1,122,7,9,"7, 1, 2, 3, 4, 5, 6, 8,10,11,13,14,15,19,20","9,12,16,17,18",2250,750,167.778,29.86,2082.222,720.14,3000,2802.362,1401.181,15,5,"0,63,160,213,280,322,356,430,502.5,562.1,600.3,669.3,717.3,766.5,798.89,838.89","0,55,77.4,104.2,130.3,149.3"
1,123,7,10,"7, 1, 2, 3, 4, 5, 6, 8, 9,11,13,16,17,18","10,12,14,15,19,20",2100,900,144.16,48.758,1955.84,851.242,3000,2807.082,1403.541,14,6,"0,63,160,213,280,322,356,430,508,528.5,566.7,615.9,642.7,668.8,720.8","0,65,88,136,185.2,217.59,243.79"
1,124,7,11,"7, 8,12,14,15,19,20","11, 1, 2, 3, 4, 5, 6, 9,10,13,16,17,18",1050,1950,55.318,140.38,994.682,1809.62,3000,2804.302,1402.151,7,13,"0,60,84,107,155,204.2,236.59,276.59","0,78,175,228,295,337,371,401,468.1,560.1,609.3,636.1,662.2,701.9"
1,125,7,12,"7, 1, 4, 5, 6, 9,11,13,16,17,18","12, 2, 3, 8,10,14,15,19,20",1650,1350,80.56,95.618,1569.44,1254.382,3000,2823.822,1411.911,11,9,"0,63,84,126,160,190,210.5,248.7,297.9,324.7,350.8,402.8","0,80,133,175,247.5,289.5,337.5,386.7,419.09,478.09"
1,126,7,13,"7, 8,10,12,14,15,19,20","13, 1, 2, 3, 4, 5, 6, 9,11,16,17,18",1200,1800,78.018,108.28,1121.982,1691.72,3000,2813.702,1406.851,8,12,"0,60,132.5,197.5,220.5,268.5,317.7,350.09,390.09","0,71,168,221,288,330,364,394,414.5,465.1,491.9,518,541.4"
1,127,7,14,"7, 8,10,12,15,19,20","14, 1, 2, 3, 4, 5, 6, 9,11,13,16,17,18",1050,1950,75.818,115.16,974.182,1834.84,3000,2809.022,1404.511,7,13,"0,60,132.5,197.5,257.5,306.7,339.09,379.09","0,43,140,193,260,302,336,366,386.5,424.7,473.9,500.7,526.8,575.8"
1,128,7,15,"7, 8,10,11,13,16,17,18","15, 1, 2, 3, 4, 5, 6, 9,12,14,19,20",1200,1800,76.88,116.358,1123.12,1683.642,3000,2806.762,1403.381,8,12,"0,60,132.5,192.1,230.3,279.5,306.3,332.4,384.4","0,79,176,229,296,338,372,402,457,480,532.4,564.79,581.79"
1,129,7,16,"7, 9,10,11,13,18","16, 1, 2, 3, 4, 5, 6, 8,12,14,15,17,19,20",900,2100,56.46,146.078,843.54,1953.922,3000,2797.462,1398.731,6,14,"0,42,109.1,168.7,206.9,230.3,282.3","0,28,125,178,245,287,321,395,419,442,490,567.8,628.9,661.29,730.39"
1,130,7,17,"7, 9,10,11,13,14,16,19,20","17, 1, 2, 3, 4, 5, 6, 8,12,15,18",1350,1650,90.298,125.9,1259.702,1524.1,3000,2783.802,1391.901,9,11,"0,42,109.1,168.7,206.9,275.9,303.4,379.1,411.49,451.49","0,55,152,205,272,314,348,422,446,506,603.4,629.5"
1,131,7,18,"7,10,12,15,20","18, 1, 2, 3, 4, 5, 6, 8, 9,11,13,14,16,17,19",750,2250,41.806,164.62,708.194,2085.38,3000,2793.574,1396.787,5,15,"0,27,92,152,169.03,209.03","0,48,145,198,265,307,341,415,493,513.5,551.7,620.7,648.2,675,736.1,823.1"
1,132,7,19,"7, 8,12,16","19, 1, 2, 3, 4, 5, 6, 9,10,11,13,14,15,17,18,20",600,2400,29.48,184.994,570.52,2215.006,3000,2785.526,1392.763,4,16,"0,60,84,106.4,147.4","0,95,192,245,312,354,388,418,485.1,544.7,582.9,651.9,699.9,777.7,803.8,892.57,924.97"
1,133,7,20,"7, 8,10,11,13,16,17,18","20, 1, 2, 3, 4, 5, 6, 9,12,14,15,19",1200,1800,76.88,121.918,1123.12,1678.082,3000,2801.202,1400.601,8,12,"0,60,132.5,192.1,230.3,279.5,306.3,332.4,384.4","0,79,176,229,296,338,372,402,457,480,528,577.2,609.59"
1,134,8,1,"8, 2, 3, 6, 7,10,12,14,15,17,18,19,20","1, 4, 5, 9,11,13,16",1950,1050,129.258,42.18,1820.742,1007.82,3000,2828.562,1414.281,13,7,"0,95,148,186,203,230,295,318,366,443.8,469.9,556.9,589.29,646.29","0,21,63,75,95.5,133.7,182.9,210.9"
1,135,8,2,"8, 1, 4, 5, 6, 7, 9,11,13,16,17,18","2, 3,10,12,14,15,19,20",1800,1200,84.36,71.958,1715.64,1128.042,3000,2843.682,1421.841,12,8,"0,33,54,96,130,147,189,209.5,247.7,296.9,323.7,349.8,421.8","0,53,84.2,149.2,172.2,220.2,269.4,301.79,359.79"
1,136,8,3,"8, 1, 2, 6, 9,11,13,16,17,18","3, 4, 5, 7,10,12,14,15,19,20",1500,1500,84.36,84.518,1415.64,1415.482,3000,2831.122,1415.561,10,10,"0,33,130,159,189,209.5,247.7,296.9,323.7,349.8,421.8","0,67,109,150,177,242,265,313,362.2,394.59,422.59"
1,137,8,4,"8, 1, 2, 3, 9,11,13,14,15,19,20","4, 5, 6, 7,10,12,16,17,18",1650,1350,110.858,59.46,1539.142,1290.54,3000,2829.682,1414.841,11,9,"0,33,130,183,240,260.5,298.7,367.7,415.7,464.9,497.29,554.29","0,42,76,93,120,185,207.4,234.2,260.3,297.3"
1,138,8,5,"8, 9,11,13,14,15,19,20","5, 1, 2, 3, 4, 6, 7,10,12,16,17,18",1200,1800,78.458,106.86,1121.542,1693.14,3000,2814.682,1407.341,8,12,"0,78,98.5,136.7,205.7,253.7,302.9,335.29,392.29","0,49,146,199,266,338,355,382,447,469.4,496.2,522.3,534.3"
1,139,8,6,"8,12,14,15,19,20","6, 1, 2, 3, 4, 5, 7, 9,10,11,13,16,17,18",900,2100,46.718,145,853.282,1955,3000,2808.282,1404.141,6,14,"0,24,47,95,144.2,176.59,233.59","0,70,167,220,287,329,370,412,479.1,538.7,576.9,626.1,652.9,679,725"
1,140,8,7,"8,12,14,15,19,20","7, 1, 2, 3, 4, 5, 6, 9,10,11,13,16,17,18",900,2100,46.718,141,853.282,1959,3000,2812.282,1406.141,6,14,"0,24,47,95,144.2,176.59,233.59","0,63,160,213,280,322,356,386,453.1,512.7,550.9,600.1,626.9,653,705"
1,141,8,9,"8,12,14,15,16,17,19,20","9, 1, 2, 3, 4, 5, 6, 7,10,11,13,18",1200,1800,69.418,107.64,1130.582,1692.36,3000,2822.942,1411.471,8,12,"0,24,47,95,169.8,196.6,257.7,290.09,347.09","0,61,158,211,278,320,354,371,398,457.6,495.8,519.2,538.2"
1,142,8,10,"8, 9,11,13,15,19,20","10, 1, 2, 3, 4, 5, 6, 7,12,14,16,17,18",1050,1950,78.458,124.56,971.542,1825.44,3000,2796.982,1398.491,7,13,"0,78,98.5,136.7,253.7,302.9,335.29,392.29","0,85,182,235,302,344,378,395,440,463,490.5,517.3,543.4,622.8"
1,143,8,11,"8, 1, 2, 3, 4, 5, 6, 7, 9,10,12,14,15,20","11,13,16,17,18,19",2100,900,132.426,58.16,1967.574,841.84,3000,2809.414,1404.707,14,6,"0,33,130,183,250,292,326,343,385,452.1,517.1,540.1,588.1,605.13,662.13","0,38.2,87.4,114.2,140.3,227.3,290.8"
1,144,8,12,"8, 2, 3, 9,11,13,14,15,19,20","12, 1, 4, 5, 6, 7,10,16,17,18",1500,1500,103.858,65.88,1396.142,1434.12,3000,2830.262,1415.131,10,10,"0,95,148,205,225.5,263.7,332.7,380.7,429.9,462.29,519.29","0,21,42,84,118,135,162,228.5,255.3,281.4,329.4"
1,145,8,13,"8, 2, 3, 6, 7,12,14,15,19,20","13, 1, 4, 5, 9,10,11,16,17,18",1500,1500,91.518,79.92,1408.482,1420.08,3000,2828.562,1414.281,10,10,"0,95,148,186,203,248,271,319,368.2,400.59,457.59","0,71,92,134,146,213.1,272.7,323.3,350.1,376.2,399.6"
1,146,8,14,"8, 2, 3, 9,11,13,17,18,19,20","14, 1, 4, 5, 6, 7,10,12,15,16",1500,1500,101.118,82.16,1398.882,1417.84,3000,2816.722,1408.361,10,10,"0,95,148,205,225.5,263.7,303.1,329.2,416.2,448.59,505.59","0,43,64,106,140,157,184,249,309,383.8,410.8"
1,147,8,15,"8, 9,11,13,18,19,20","15, 1, 2, 3, 4, 5, 6, 7,10,12,14,16,17",1050,1950,67.298,127.26,982.702,1822.74,3000,2805.442,1402.721,7,13,"0,78,98.5,136.7,160.1,247.1,279.49,336.49","0,79,176,229,296,338,372,389,416,481,504,531.5,558.3,636.3"
1,148,8,16,"8, 2, 6, 7,12,14,15,19,20","16, 1, 3, 4, 5, 9,10,11,13,17,18",1350,1650,79.118,92.1,1270.882,1557.9,3000,2828.782,1414.391,9,11,"0,95,124,141,186,209,257,306.2,338.59,395.59","0,28,83,150,192,204,271.1,330.7,368.9,408.3,434.4,460.5"
1,149,8,17,"8, 9,11,13,15,19,20","17, 1, 2, 3, 4, 5, 6, 7,10,12,14,16,18",1050,1950,78.458,158.92,971.542,1791.08,3000,2762.622,1381.311,7,13,"0,78,98.5,136.7,253.7,302.9,335.29,392.29","0,55,152,205,272,314,348,365,392,457,480,507.5,768.5,794.6"
1,150,8,18,"8,10,11,12,14,15","18, 1, 2, 3, 4, 5, 6, 7, 9,13,16,17,19,20",900,2100,64.62,136.678,835.38,1963.322,3000,2798.702,1399.351,6,14,"0,72.5,132.1,200.1,223.1,271.1,323.1","0,48,145,198,265,307,341,358,400,425.1,474.3,501.1,562.2,594.59,683.39"
1,151,8,19,"8, 1, 4, 5, 6, 7,10,12,16,17,18","19, 2, 3, 9,11,13,14,15,20",1650,1350,77.26,73.026,1572.74,1276.974,3000,2849.714,1424.857,11,9,"0,33,54,96,130,147,174,239,261.4,288.2,314.3,386.3","0,30,83,140,160.5,198.7,267.7,315.7,332.73,365.13"
1,152,8,20,"8,12,14,15,17,18","20, 1, 2, 3, 4, 5, 6, 7, 9,10,11,13,16,19",900,2100,54.18,150.638,845.82,1949.362,3000,2795.182,1397.591,6,14,"0,24,47,95,172.8,198.9,270.9","0,79,176,229,296,338,372,389,431,498.1,557.7,595.9,645.1,720.8,753.19"
1,153,9,1,"9,11,13,14,15,17,18","1, 2, 3, 4, 5, 6, 7, 8,10,12,16,19,20",1050,1950,59.72,143.398,990.28,1806.602,3000,2796.882,1398.441,7,13,"0,20.5,58.7,127.7,175.7,253.5,279.6,298.6","0,97,150,217,259,293,310,370,442.5,507.5,529.9,605.6,637.99,716.99"
1,154,9,2,"9, 1, 4, 5, 6, 7,10,11,13,14,15","2, 3, 8,12,16,17,18,19,20",1650,1350,101.96,74.338,1548.04,1275.662,3000,2823.702,1411.851,11,9,"0,61,82,124,158,175,202,261.6,299.8,368.8,416.8,509.8","0,53,95,119,141.4,168.2,194.3,281.3,313.69,371.69"
1,155,9,3,"9, 1, 2, 6, 7,11,13,16,17,18","3, 4, 5, 8,10,12,14,15,19,20",1500,1500,80.6,98.818,1419.4,1401.182,3000,2820.582,1410.291,10,10,"0,61,158,187,204,243.7,281.9,331.1,357.9,384,403","0,67,109,176,248.5,313.5,336.5,384.5,433.7,466.09,494.09"
1,156,9,4,"9, 1, 2, 3,10,11,13,16,17,18","4, 5, 6, 7, 8,12,14,15,19,20",1500,1500,92.22,84.718,1407.78,1415.282,3000,2823.062,1411.531,10,10,"0,61,158,211,242.2,301.8,340,389.2,416,442.1,461.1","0,42,76,93,153,177,200,248,297.2,329.59,423.59"
1,157,9,5,"9, 1, 2, 3, 4, 8,11,13,14,15,19,20","5, 6, 7,10,12,16,17,18",1800,1200,147.958,46.06,1652.042,1153.94,3000,2805.982,1402.991,12,8,"0,61,158,211,278,332,422,460.2,529.2,577.2,626.4,658.79,739.79","0,34,51,78,143,165.4,192.2,218.3,230.3"
1,158,9,6,"9, 1, 2, 3, 4, 5,10,11,13,14,15,19,20","6, 7, 8,12,16,17,18",1950,1050,152.978,44.46,1797.022,1005.54,3000,2802.562,1401.281,13,7,"0,61,158,211,278,320,387.5,447.1,485.3,554.3,602.3,651.5,683.89,764.89","0,17,77,101,123.4,150.2,176.3,222.3"
1,159,9,7,"9,10,11,13,18","7, 1, 2, 3, 4, 5, 6, 8,12,14,15,16,17,19,20",750,2250,41.46,152.018,708.54,2097.982,3000,2806.522,1403.261,5,15,"0,67.1,126.7,164.9,188.3,207.3","0,63,160,213,280,322,356,430,454,477,525,599.8,626.6,687.7,720.09,760.09"
1,160,9,8,"9, 1, 4, 5,11,13,16,17,18","8, 2, 3, 6, 7,10,12,14,15,19,20",1350,1650,62.98,100.918,1287.02,1549.082,3000,2836.102,1418.051,9,11,"0,61,82,124,155.6,193.8,243,269.8,295.9,314.9","0,95,148,186,203,230,295,318,366,415.2,447.59,504.59"
1,161,9,10,"9, 2, 3, 8,11,13,16,17,18","10, 1, 4, 5, 6, 7,12,14,15,19,20",1350,1650,80.06,84.558,1269.94,1565.442,3000,2835.382,1417.691,9,11,"0,56,109,151,241,279.2,328.4,355.2,381.3,400.3","0,85,106,148,182,199,244,267,315,364.2,396.59,422.79"
1,162,9,11,"9, 1, 4, 5, 6, 7,13,16,17,18","11, 2, 3, 8,10,12,14,15,19,20",1500,1500,72.54,100.898,1427.46,1399.102,3000,2826.562,1413.281,10,10,"0,61,82,124,158,175,241.6,290.8,317.6,343.7,362.7","0,40,93,135,207.5,272.5,295.5,343.5,392.7,425.09,504.49"
1,163,9,12,"9,11,13,16,17,18","12, 1, 2, 3, 4, 5, 6, 7, 8,10,14,15,19,20",900,2100,35.96,138.818,864.04,1961.182,3000,2825.222,1412.611,6,14,"0,20.5,58.7,107.9,134.7,160.8,179.8","0,21,118,171,238,280,314,331,391,463.5,505.5,553.5,602.7,635.09,694.09"
1,164,9,13,"9,12,14,16,17,18","13, 1, 2, 3, 4, 5, 6, 7, 8,10,11,15,19,20",900,2100,35.48,170.738,864.52,1929.262,3000,2793.782,1396.891,6,14,"0,55,78,105.5,132.3,158.4,177.4","0,71,168,221,288,330,364,381,441,513.5,573.1,666.1,715.3,747.69,853.69"
1,165,9,14,"9, 1, 4, 5, 6, 7,11,13,16,17,18","14, 2, 3, 8,10,12,15,19,20",1650,1350,74.8,94.818,1575.2,1255.182,3000,2830.382,1415.191,11,9,"0,61,82,124,158,175,214.7,252.9,302.1,328.9,355,374","0,58,111,153,225.5,290.5,350.5,399.7,432.09,474.09"
1,166,9,15,"9, 2, 3, 8,11,13,16,17,18,19","15, 1, 4, 5, 6, 7,10,12,14,20",1500,1500,108.26,73.318,1391.74,1426.682,3000,2818.422,1409.211,10,10,"0,56,109,151,241,279.2,328.4,355.2,381.3,468.3,541.3","0,79,100,142,176,193,220,285,308,349.59,366.59"
1,167,9,16,"9, 1, 4, 5, 6, 7,10,11,13,14,15,20","16, 2, 3, 8,12,17,18,19",1800,1200,102.966,84.76,1697.034,1115.24,3000,2812.274,1406.137,12,8,"0,61,82,124,158,175,202,261.6,299.8,368.8,416.8,433.83,514.83","0,72,125,167,191,235,261.1,348.1,423.8"
1,168,9,17,"9,10,11,13,14,15,18","17, 1, 2, 3, 4, 5, 6, 7, 8,12,16,19,20",1050,1950,79.66,129.218,970.34,1820.782,3000,2791.122,1395.561,7,13,"0,67.1,126.7,164.9,233.9,281.9,379.3,398.3","0,55,152,205,272,314,348,365,425,449,471.4,547.1,579.49,646.09"
1,169,9,18,"9, 2, 3, 8,12,14,15,16,19,20","18, 1, 4, 5, 6, 7,10,11,13,17",1500,1500,101.978,70.46,1398.022,1429.54,3000,2827.562,1413.781,10,10,"0,56,109,151,175,198,246,320.8,396.5,428.89,509.89","0,48,69,111,145,162,189,248.6,286.8,326.2,352.3"
1,170,9,19,"9,10,11,13,14,15,20","19, 1, 2, 3, 4, 5, 6, 7, 8,12,16,17,18",1050,1950,75.986,130.26,974.014,1819.74,3000,2793.754,1396.877,7,13,"0,67.1,126.7,164.9,233.9,281.9,298.93,379.93","0,95,192,245,312,354,388,405,465,489,511.4,538.2,564.3,651.3"
1,171,9,20,"9,10,11,13,16,17,18","20, 1, 2, 3, 4, 5, 6, 7, 8,12,14,15,19",1050,1950,57.2,125.118,992.8,1824.882,3000,2817.682,1408.841,7,13,"0,67.1,126.7,164.9,214.1,240.9,267,286","0,79,176,229,296,338,372,389,449,473,496,544,593.2,625.59"
1,172,10,1,"10, 2, 3, 6, 7, 8,12,14,15,16,17,19,20","1, 4, 5, 9,11,13,18",1950,1050,103.258,41.02,1846.742,1008.98,3000,2855.722,1427.861,13,7,"0,32,85,123,140,200,224,247,295,369.8,396.6,457.7,490.09,516.29","0,21,63,75,95.5,133.7,157.1,205.1"
1,173,10,2,"10, 1, 4, 5, 6, 7, 9,11,13,16,17,18","2, 3, 8,12,14,15,19,20",1800,1200,96.24,65.918,1703.76,1134.082,3000,2837.842,1418.921,12,8,"0,85,106,148,182,199,241,261.5,299.7,348.9,375.7,401.8,481.2","0,53,95,119,142,190,239.2,271.59,329.59"
1,174,10,3,"10, 1, 2, 6, 7, 9,11,13,16,17,18","3, 4, 5, 8,12,14,15,19,20",1650,1350,102.04,76.118,1547.96,1273.882,3000,2821.842,1410.921,11,9,"0,85,182,211,228,270,290.5,328.7,377.9,404.7,430.8,510.2","0,67,109,176,200,223,271,320.2,352.59,380.59"
1,175,10,4,"10, 1, 2, 3, 6, 7, 8,12,16,17,18","4, 5, 9,11,13,14,15,19,20",1650,1350,105.74,81.058,1544.26,1268.942,3000,2813.202,1406.601,11,9,"0,85,182,235,273,290,350,374,396.4,423.2,449.3,528.7","0,42,54,74.5,112.7,181.7,229.7,278.9,311.29,405.29"
1,176,10,5,"10, 1, 2, 3, 4, 8,12,14,15,19,20","5, 6, 7, 9,11,13,16,17,18",1650,1350,111.758,53.16,1538.242,1296.84,3000,2835.082,1417.541,11,9,"0,85,182,235,302,356,380,403,451,500.2,532.59,558.79","0,34,51,93,113.5,151.7,200.9,227.7,253.8,265.8"
1,177,10,6,"10, 1, 2, 3, 4, 5, 8,11,13,16,17,18","6, 7, 9,12,14,15,19,20",1800,1200,144.14,64.718,1655.86,1135.282,3000,2791.142,1395.571,12,8,"0,85,182,235,302,344,411,501,539.2,588.4,615.2,641.3,720.7","0,17,59,114,137,185,234.2,266.59,323.59"
1,178,10,7,"10,12,16,17,18,19","7, 1, 2, 3, 4, 5, 6, 8, 9,11,13,14,15,20",900,2100,47.46,148.146,852.54,1951.854,3000,2804.394,1402.197,6,14,"0,65,87.4,114.2,140.3,227.3,237.3","0,63,160,213,280,322,356,430,508,528.5,566.7,635.7,683.7,700.73,740.73"
1,179,10,8,"10, 2, 3, 5, 6, 7, 9,11,13,14,15,19,20","8, 1, 4,12,16,17,18",1950,1050,102.498,47.66,1847.502,1002.34,3000,2849.842,1424.921,13,7,"0,32,85,136,170,187,229,249.5,287.7,356.7,404.7,453.9,486.29,512.49","0,33,54,91,113.4,140.2,166.3,238.3"
